id,assign,-logKd/Ki,pred_grid_rf,pred_grid_nn,pred_ECFP_rf,pred_ECFP_nn
4loo,valid,8.15,6.37083839611179,7.0440717,6.484123273113725,8.128286
3aaq,train,3.3,4.399477521263706,3.450973,,
1ew9,train,3.22,3.6510328068043454,3.673941,,
1ydr,train,5.52,5.752430133657381,6.0288606,5.693846971307174,6.862004
1ohr,train,8.7,8.275285540704672,9.120448,8.700754516471711,8.929749
3ivc,train,4.12,4.880765492102017,5.4280314,4.8486503719446885,5.094678
4gbd,test,11.32,6.264507897934393,7.795352,,
1w7g,train,5.1,5.70754556500607,5.948626,6.008878852284825,5.4297395
4ag8,valid,8.96,6.4025637910084985,7.675295,6.431618316150729,6.7553377
4r5t,test,6.1,6.146962332928308,7.4803214,6.476195536663139,8.616313
1k6p,train,7.36,7.397946537059492,7.884957,7.9419659936237155,8.161495
4der,train,6.31,6.243280680437454,7.0305448,6.2681083953241945,6.6176815
3u8l,train,8.05,7.396585662211498,8.340114,7.773110166489627,8.261229
4w9f,test,5.49,6.26767922235723,6.3267217,6.797934821112316,8.324811
4myd,test,4.55,5.736087484811669,6.1331086,6.063592809068375,7.597628
2pyy,train,4.6,4.926233292831069,5.4191604,,
3uuo,train,7.96,7.24091130012152,8.245056,7.543732604625295,8.774187
2a5s,train,6.7,6.149659781287912,7.2391872,,
2buv,train,4.0,4.449963547995136,4.6558514,,
3ctt,train,6.35,6.031117861482383,6.8026533,6.242688629118008,7.3795185
2x0y,train,4.6,5.140631834750876,5.4227705,5.011495154273054,5.2332644
3djx,train,2.81,3.8061482381530642,3.5434575,,
4na9,test,7.39,6.52178614823816,8.192053,6.491101664895528,9.789982
2b07,train,6.43,6.468651275820168,7.0066752,6.863326248671659,7.9251413
3mf5,train,5.36,5.812515188335347,6.064831,5.7607403471484036,5.5864205
2bz6,train,7.09,7.0114459295261735,8.4133005,7.093921360255113,7.710407
4kwo,test,6.45,6.859963547995142,8.448104,6.070467587672712,7.819743
2oxy,train,6.52,6.096099635479987,7.0583534,6.356556854410265,7.836503
2qwe,train,7.48,6.935394896719245,7.620957,,
4f3c,test,11.82,6.973414337788587,9.518182,,
3pfp,train,6.44,6.292053462940432,6.8345585,,
3n2p,train,7.82,7.2758566221141985,8.354993,7.308799149840565,6.531296
1gjc,train,6.35,6.333511543134895,7.1347327,6.629139213602614,7.244921
2y82,train,8.4,8.284471445929459,8.881792,,
1igb,train,6.4,6.095479951397318,7.048929,6.045260361317711,6.100099
4kwf,test,4.82,5.7173025516403415,6.4986157,5.418260715550826,5.4645314
3v5p,valid,8.96,6.376622114216287,6.9949226,7.168735387885248,5.862536
4kmz,test,8.57,6.489380315917383,8.218263,6.586110520722698,4.8955483
3p2e,train,6.22,6.401117861482373,6.994022,,
3l4v,train,6.72,6.669538274605104,7.3784256,,
2wed,train,6.1,6.363086269744853,6.5730233,,
2zft,train,6.52,6.529477521263731,6.9615655,6.528956682354219,6.3460107
2mas,train,7.52,6.85989064398549,7.7218037,7.04379383634441,7.8854628
2clk,train,3.79,4.281518833535826,4.6920757,,
1lvu,train,5.32,5.679842041312285,5.996531,,
3rm9,train,4.77,5.10886998784933,5.623726,5.406960680127569,5.9567986
1ony,train,6.77,6.754653705953896,7.578824,6.874695713779767,6.9733224
2qrg,train,5.18,5.39563791008502,5.8676906,5.3032093517534555,5.952723
3m5e,train,7.37,7.2122600243012815,7.703277,7.213475026567412,8.606514
2wbg,train,4.45,5.0560996354799075,5.3061,,
4cg8,test,6.96,6.815249088699889,8.430759,7.2804412732149215,10.617577
1uml,train,7.52,7.46489671931965,8.164916,7.5103613177471695,7.597522
4bt5,valid,2.76,5.188906439854196,5.9890146,,
4lrr,valid,5.22,6.188784933171337,7.1366544,5.750095642933057,5.039881
1usk,train,6.4,6.125200486026714,6.671288,,
2hu6,train,3.81,4.795552855407015,5.09103,4.806562167906477,5.8315854
4hj2,valid,2.53,6.787472660996362,7.7215257,6.319061963541268,7.576577
3fcq,train,2.77,3.923232077764264,3.9481382,3.621498405951108,4.1929274
4q4r,test,6.43,6.069623329283112,7.1584964,6.677739815798816,5.993999
2y5h,train,5.79,6.051445929526105,6.468433,6.356918172157278,6.55196
1a28,train,8.29,7.653317132442268,8.568396,8.488639744952138,8.83728
1egh,train,5.7,5.429963547995069,6.186688,,
1fzq,train,7.62,7.040145808019385,7.770608,,
1bn3,train,9.89,9.300060753341521,9.822141,9.302231668437898,9.486559
4n9a,valid,4.19,5.117083839611178,4.899819,6.561601487778969,5.535581
1w4q,train,5.26,5.402417982989136,5.8445554,,
4b74,train,7.66,7.415650060753287,8.27476,7.282051009564237,7.8817825
2ylc,train,7.89,7.138687727825079,7.561628,,
3rdo,train,9.85,8.378444714459379,9.769715,9.850000000000174,10.015013
1ezq,train,9.05,8.517667071689031,9.317024,8.762412327311473,8.73406
3zhx,valid,6.68,5.782600243013365,6.0246663,,
3cda,train,7.58,7.426427703523655,8.10341,7.515866099893701,7.9502926
4ieh,valid,7.85,7.047241798298906,8.968532,8.229776833156276,7.1023088
1q8t,train,4.76,5.405054678007357,5.28628,5.365345377258315,5.719872
4r4i,test,6.27,5.813292831105706,6.270339,7.951806588735359,9.430973
1c5n,train,4.7,4.875321992709551,5.0998163,,
1g74,train,6.52,6.587023086269808,7.2890744,,
3p8o,train,8.72,8.140959902794684,9.150068,8.3847927736451,9.176184
1dhi,train,7.26,7.21150668286766,8.038103,,
3p9t,train,6.2,5.966306196840769,6.5655303,6.275834218915988,6.6862545
3g34,train,2.96,4.221069258809255,4.0481186,4.434498760184217,4.3055563
1x39,train,9.22,8.16313487241801,9.217753,8.94555791710951,8.703991
2yi7,valid,8.32,6.287023086269754,7.6301813,6.24697573503366,8.402941
3ap4,train,3.92,4.509599027946572,4.8647046,,
3tay,train,3.38,4.3637424058323635,4.118011,3.8644527098831554,4.739467
3upk,train,4.3,5.164325637910135,5.0686736,,
1k22,train,8.4,7.899088699878436,8.877003,,
1no6,train,4.41,4.981980558930706,4.529842,4.514930924548314,4.746144
3u7m,train,7.45,7.2189307411907,8.015266,7.318411264612034,8.093541
1iiq,train,7.48,7.378614823815234,8.058021,7.824707757704431,8.927246
3ccw,train,7.87,7.461433778857773,8.26838,7.705600425079646,7.6473355
1epo,train,7.96,7.623147023086292,8.635887,7.864325185972403,8.157707
4en4,train,5.52,5.477351154313501,6.03974,5.9096174282678655,5.3972893
2qd7,train,9.1,8.994143377885864,9.07079,,
2wm0,train,4.52,5.376269744835978,5.275099,4.769210945802347,5.866692
2uy0,train,6.92,7.378541919805622,7.817446,7.443889479277387,7.1691685
3rv4,train,2.3,3.798979343863941,2.787004,,
1qf1,train,7.32,7.118918590522449,8.145012,7.137772007063322,7.1482325
1oth,train,7.0,6.729975698663427,7.356839,,
1h1d,train,8.22,7.399635479951409,8.515602,7.40876726886295,6.474181
3lp7,train,5.44,5.502466585662212,6.121413,,
4aba,train,3.82,4.275747266099673,4.6636715,4.351370882040431,4.270799
3c89,train,6.07,6.297739975698662,6.4956207,6.190628409493437,5.671783
2f34,train,6.89,6.672891859052278,7.6789823,6.81349628055267,8.153684
1nwl,train,2.39,3.6640461725394826,2.7220626,3.766829613885922,3.4941792
4knm,valid,8.0,6.1255650060753455,6.4173098,6.888607863974466,6.8700533
3l4w,train,6.0,5.821105710814094,6.600528,5.919054197662057,5.2375474
7upj,train,8.49,7.8653584447143645,8.681002,8.340005313496205,8.912527
1hxw,train,10.82,9.404447144592892,10.927977,,
1c3e,train,6.59,6.5032928311057585,7.638227,6.6838575982997455,7.0059466
1v2l,train,4.29,4.444434993924647,4.8363905,,
2xpc,train,3.9,4.984143377885822,4.5858727,5.124558979808713,5.2969894
3sut,train,7.85,7.340036452004916,7.9909263,,
3ikg,train,7.24,6.935978128796994,7.710945,,
1b57,train,8.0,6.9483596597812936,7.981538,,
4i7j,valid,3.32,4.942430133657347,4.4308367,,
4umc,test,3.44,5.188687727825026,5.3967066,,
4djx,train,7.23,6.7839368165248395,7.349267,7.245324123273013,8.064121
2q6f,train,5.44,5.957582017010915,6.085954,5.822539851222065,6.4102535
3m3c,train,4.06,4.820376670716856,5.090749,,
1xh9,train,7.77,7.468128797083924,8.669569,7.592678002125555,7.779855
1erb,train,8.1,7.541919805589364,8.470496,7.618926673751424,8.045717
1qk4,train,4.21,4.936877278250326,4.923583,,
3hk1,train,6.17,6.204034021871235,6.6192455,5.79618808162523,6.7169433
1c83,train,4.85,5.096464155528514,5.4854965,4.900658873538776,5.3982706
3nq9,train,4.03,4.538942891859096,4.644015,6.483430347312628,6.7533245
1r9l,train,5.4,5.29233292831108,5.8813577,,
4jx9,test,8.62,5.04754556500608,5.24741,4.247810839532403,4.643028
1u33,train,4.6,5.488942891859035,5.432336,4.978435508109788,5.809499
1ro6,train,6.46,6.414264884568675,7.170007,6.584954835281639,6.3498826
1koj,train,6.7,6.312648845686447,7.225655,,
4de1,train,5.96,5.997910085054697,6.324403,6.094675876726906,6.0478473
1n51,train,4.85,5.510765492102054,5.4819913,5.441296493092471,6.131449
3qx8,train,2.86,4.191069258809246,3.4761004,,
2qrq,train,5.1,5.279234507897908,5.784873,5.190497214439832,5.8280535
4hf4,valid,8.62,6.797193195625755,7.863401,6.153645058448478,5.204563
3h8b,train,6.29,6.408712029161584,6.9226003,6.61017155002277,6.8328156
3u15,train,7.11,6.920801944106883,7.799942,6.8403294367693315,7.98316
3gvb,train,2.59,3.7162575941676903,3.6459808,3.624351753453797,4.3678966
2uz9,train,5.71,5.647253948967213,6.0897417,5.686907545164742,6.850357
1i9o,train,8.42,8.253766707168932,8.785821,8.55264612114772,8.764331
3k8q,train,11.28,9.286998784933132,10.968097,,
3fv2,train,8.11,7.625321992709554,8.556096,8.041041445270926,7.9158263
3qox,train,6.57,6.4842284325637785,7.2064548,6.56999999999995,6.9367557
1swg,train,7.36,6.727521263669469,7.913884,,
2ctc,train,3.89,4.463134872417961,4.87133,4.525557917109437,4.9435663
3r24,train,5.25,5.763888213851763,6.116404,,
2br1,train,5.14,5.635686512758202,5.8982363,5.426788522848046,6.227879
2oxx,train,6.7,6.365759416767859,7.3163824,6.543953241232656,7.295909
1fh9,train,6.43,6.329939246658564,7.059867,6.407321997874632,7.164067
4gzp,train,7.84,7.23425273390042,7.9911375,7.791540913921453,7.712527
2glp,train,5.01,5.325868772782568,6.114943,5.726726886291264,5.9955564
3ocz,train,7.46,6.97512758201703,8.151094,,
3b50,train,7.55,7.003134872418056,7.246117,,
1ws4,train,3.0,3.872004860267309,4.182873,,
3aru,train,3.22,4.155249088699835,3.9414468,,
4nxu,valid,5.54,6.0657594167679285,6.261561,,
2fqy,train,6.57,6.439720534629393,7.081582,6.5695642933049445,6.034489
3a1s,train,4.83,5.4015066828675256,5.470502,,
1zc9,train,3.22,4.145516403402145,4.143179,,
1a9m,train,6.92,6.9604009720535025,7.816986,,
3k5x,train,6.41,6.1952976913729785,7.0562873,,
3dd8,train,7.85,7.589501822600296,8.29554,7.465393198724833,7.398257
2o4s,train,10.51,9.379404617254048,10.577004,,
4h3f,valid,9.0,6.639052247873636,8.094137,6.966054729011683,6.2868147
4e6q,valid,8.36,6.61403402187121,9.0052395,6.9296971307120065,6.693341
3e5u,train,5.85,5.769064398541917,6.4743156,5.612136025504801,6.344756
2hoc,train,9.52,8.742369380316028,9.555704,9.088331562168037,9.218767
4o3f,test,5.56,6.4441312272175,8.330057,7.265079702444232,8.46566
4hdf,test,8.49,7.1745808019441135,8.925735,,
1e6s,train,3.22,3.974872417982958,4.219877,,
3mss,train,4.66,5.06187120291612,5.0227284,5.445919234856495,6.4864545
1td7,train,4.37,4.9229890643984895,4.593212,5.1106057385759325,6.33502
3zdh,valid,7.35,5.941725394896718,6.8227935,5.4772369819341185,4.4317036
3t83,train,6.98,6.892272174969543,7.830714,7.053319164009816,8.12092
2d3u,train,6.92,6.8524908869988215,7.5696645,6.965398512221095,7.5769153
1bv9,train,9.96,9.42797083839614,9.968936,9.724697130711963,8.941924
1z9y,train,7.19,7.032065613608698,8.003859,7.172901168969056,7.604029
3d6q,train,3.76,4.302235722964819,4.5147343,,
4ncn,test,5.67,6.568967193195624,7.816138,,
2qbp,train,8.4,7.621506682867512,8.704246,7.6939426142401395,8.759609
3m36,train,9.82,8.747023086269696,9.851822,9.535451647183743,10.263247
3bva,train,6.52,6.549404617254007,6.6078196,6.499585547290247,7.011364
4avs,valid,3.49,5.4284568651275755,5.820368,,
3dc3,train,8.31,7.832126366950263,8.769578,,
2jfh,train,3.06,4.297739975698632,3.809568,4.401900814736066,5.319465
1bma,train,4.59,5.314957472661036,5.0100636,5.591126461211515,6.295481
1bcu,train,3.28,4.142199270959943,4.0320005,,
3s77,train,7.21,6.774046172539508,7.7117224,7.093347502656773,8.1931095
4mjo,valid,6.22,6.125309842041315,6.527321,7.9424881331916515,6.404447
3d51,train,4.15,4.485893074119115,4.878547,,
2erz,train,5.66,5.83940461725391,6.432561,5.9104357066949404,6.5218873
4ibc,test,2.98,6.243827460510326,6.9933825,5.539192348565379,6.4825478
1o5c,train,5.22,5.737715674362067,5.585086,5.282507970244396,5.914421
3l7b,train,2.4,3.3379951397327225,3.4797711,2.6739851222104525,2.9360423
1mai,train,6.68,6.359222357229652,7.168773,,
4f7v,train,5.38,5.964034021871252,5.6721325,6.056567481402813,6.554536
2i4z,train,5.7,6.241142162818896,6.3269124,,
3cf8,train,4.9,5.3198420413122935,5.827803,5.131360255047816,4.7546344
2bfq,train,6.89,6.800449574726649,7.5927296,,
3hll,train,8.24,7.475844471445839,8.484634,7.844803400637512,8.928412
3hek,train,8.27,7.648408262454527,8.679998,7.67891604675888,7.847246
3nuj,train,9.39,8.819987849331795,9.766858,,
4cc5,test,4.42,5.091701093560136,4.9112206,6.5060109812256455,7.688935
1uwf,train,6.82,6.44340218712029,7.2288404,6.511183965048971,6.3233476
3ljg,train,7.73,7.516634264884486,8.422641,7.572826780021126,7.6689277
2xjx,train,9.15,8.202673147023031,9.263565,8.392391073326166,8.959566
2eg8,train,4.5,4.68006075334143,5.0616126,4.958374070138146,5.5641603
4oeu,test,7.66,5.225747266099634,5.7956014,6.649723698193383,7.779917
2jds,train,8.2,7.429465370595314,8.548282,7.334272051009501,8.077292
4jal,valid,4.6,6.550425273390049,7.814833,,
2uwo,train,8.7,8.294629404617176,9.171579,8.601817215727836,8.153996
1jzs,train,6.6,6.755249088699903,7.3420186,6.3690411763950205,7.37591
2flr,train,6.1,6.263657351154333,6.775448,6.377096773754094,6.93843
1b58,train,6.59,6.664605103280732,7.307656,6.59157279489909,6.871314
2h4k,train,5.49,5.683414337788513,6.2139373,5.695239107332554,7.6401534
4uof,test,4.84,5.822187120291612,6.0215883,,
3k99,train,7.22,6.883718104495751,7.6354194,7.0452922422954645,7.814412
4abd,train,4.4,4.6952612393682,5.110057,4.301679064824706,4.7113442
3r7o,valid,8.36,6.74518833535845,7.8236275,7.167101487778954,6.5646544
1li6,train,3.8,4.244629404617284,4.67697,4.3101381509033345,4.868291
3i25,train,8.51,7.971421628189642,9.04419,8.474920297555883,9.425378
2wos,train,3.9,4.700425273390074,4.6365213,4.636971307120112,5.8096356
2p4s,train,9.51,8.100328068043831,9.118736,9.43970244420845,9.97788
4a6s,train,5.2,5.472782503037616,5.8105483,5.197611456910011,4.461451
1ebw,train,9.05,8.850522478736407,9.651384,8.305074388948016,8.455401
3n0n,train,7.3,7.35760631834758,7.8970723,7.329015232022771,7.0817285
3suv,train,4.55,5.012794653706006,5.401701,,
1usn,train,7.74,7.131263669501736,8.604045,7.201222104144434,8.302859
4ual,test,8.4,6.485650060753341,7.285962,7.2844845908607745,6.3872743
1r1h,train,8.92,8.317399756986676,8.962952,,
2vk6,train,5.3,5.5920899149453795,6.6280427,,
1y1z,train,3.08,3.869343863912488,3.8476424,4.016790648246526,4.9693284
4ezz,valid,5.19,7.032916160388822,8.765435,6.4254888416578355,7.6386533
2vvu,train,8.1,7.517861482381587,8.481588,7.831519659936342,7.9532156
3b7j,train,5.17,5.191312272175002,5.771275,5.472539851222137,5.6709085
4fxp,train,4.09,4.847071688942923,4.8358607,,
1pgp,train,5.7,5.617727825030325,6.438569,,
2zc9,train,6.74,6.633171324422758,7.221178,6.412986184909583,6.3596706
2bza,train,2.8,3.6417253948967407,3.5293021,,
2qbu,train,6.19,6.295808019441049,6.8473744,,
3pww,train,7.32,7.260230862697428,8.221832,,
4agn,train,3.97,4.725735115431292,4.526092,4.274495217853307,5.2683425
2vqt,train,6.0,5.870486026731473,6.516362,5.905462274176419,6.510669
4ih6,valid,4.74,6.419380315917375,7.984085,6.565164718384709,7.539821
4i9u,valid,3.86,5.945285540704744,6.864393,7.284293304994689,6.896734
3lxe,train,6.6,6.665224787363331,7.500653,,
3g3r,train,6.48,5.944070473876023,6.5140195,,
2q8z,train,5.68,5.84144592952611,6.2167063,,
3b27,train,5.16,5.454823815309801,6.4632926,5.338079171094537,5.9597445
1ydd,train,7.07,6.697217496962318,7.541068,,
3rz8,train,8.17,8.096998784933202,8.223641,8.030262132483251,8.339636
3dd0,train,9.0,8.21664641555286,9.002344,,
1fv0,train,5.93,6.003620899149454,6.452383,5.7070377258236045,6.739904
1f4f,train,4.62,5.2557594167678685,5.423658,5.2661636556853875,6.3467073
1jn4,train,4.95,5.685334143377824,5.7742276,,
4b7p,test,9.46,6.812733900364523,7.994578,6.535781083953261,6.368356
2qtg,train,5.08,5.530243013365699,5.6696014,,
1fao,train,7.37,6.829878493317084,7.4628544,,
3ucj,train,6.0,5.83134872417983,6.436073,,
3m8t,train,4.0,4.340923450789788,4.499543,4.970276301806583,6.665454
3lzz,train,3.84,4.4134872417983315,4.4357424,,
3ffg,train,9.08,8.379404617253908,9.042278,8.4978831030818,9.506135
1v2k,train,6.19,6.228469015795845,6.6709766,6.223698193411179,6.9101686
2p7a,train,6.1,5.705941676792214,6.684929,6.113958393714013,5.823831
3nu6,train,9.3,8.69442284325645,9.34177,,
4i8w,test,10.9,6.884289185905224,8.6389065,,
1nvs,train,7.82,7.27393681652488,8.157105,7.446333687566369,7.4452868
1pot,train,5.49,5.75962332928304,6.288588,,
1zoh,train,7.0,6.649392466585662,7.4804883,6.785403471484237,7.340145
4b5d,train,7.89,7.295321992709641,8.493209,7.6062231668438685,8.559986
3iod,train,4.1,4.707193195625718,4.7283225,4.3950797024441615,5.8927
1tni,train,4.0,4.597861482381527,4.7937117,4.390095642933046,6.1049905
1e1x,train,5.89,5.971020656136104,6.3061957,5.797268862911834,6.662426
4fzj,valid,3.15,5.127521263669498,6.199414,5.879543039319883,7.270361
2qbq,train,7.44,7.159052247873582,7.885747,7.034050655331142,7.2329273
4gg7,valid,8.2,6.7877278250303865,8.357354,7.2938150903294385,5.4704027
4msc,test,5.96,5.7936695018226,5.5235715,6.34082678002126,3.6483674
4v01,test,8.11,6.4067314702308655,7.952686,7.670607155508347,8.477245
2psu,train,7.62,7.934556500607473,8.373913,7.7101487778957765,8.648602
3hp9,train,4.59,5.175771567436247,5.310813,5.265175345377313,5.9118257
3m37,train,9.04,8.483292831105686,8.949435,8.774165781083918,9.145741
3ng4,train,5.43,5.244714459295227,5.6412735,5.220340063761948,5.4368863
3nu3,train,9.82,9.371834750911232,9.929501,9.819999999999869,10.162918
4r4c,test,5.54,6.233244228432563,7.5264454,8.010828905419748,9.052247
3iww,train,7.96,7.505334143377913,8.40713,7.570223166843818,7.9172373
4psb,test,4.64,6.18688942891859,7.567936,,
2r2w,train,4.47,5.1078857837180545,5.290051,4.610584484590815,5.144206
3dx2,train,6.82,6.528882138517619,6.8400693,6.675340063761929,6.9723067
4bcm,valid,6.91,6.645844471445938,8.085884,7.896280552603639,9.980812
2yi0,valid,8.12,6.1563791008505495,6.9714637,6.378150903294373,7.5638146
4b5t,train,3.33,3.891530984204099,3.8872128,3.5835069075451207,4.681183
2qi3,train,10.2,9.42337788578364,10.227447,,
3hvi,train,8.3,7.924641555285622,8.996888,8.352454835281698,8.838242
1qbr,train,10.57,9.809963547995077,10.440645,,
3lka,train,2.82,3.909538274605131,3.477279,4.32351895147011,7.121331
3czv,train,7.8,6.9751761846902225,8.374206,,
2pow,train,7.2,6.922442284325575,7.7091537,7.174399574920213,7.1751733
1xff,train,4.82,4.994580801944141,5.4321055,,
3hkq,train,5.34,5.5720534629405005,6.2105913,5.746948155457776,6.864542
3tzm,train,7.77,7.2246172539490505,8.080352,7.207332624867285,8.135209
1ypj,train,7.02,7.073304981774073,7.5846114,7.059064824654769,7.9019294
1ecq,train,3.0,3.743535844471446,3.9575663,3.5925717321997768,3.6507645
1a9q,train,6.17,5.727825030376704,6.7453003,5.8408820403826125,5.3026633
4bf1,test,8.62,7.530814094775224,8.200771,8.324367693942628,7.8668213
3myg,train,10.7,9.192916160388743,10.753972,,
3eax,train,4.92,5.3234872417983325,5.3192863,5.466928799149875,5.5932465
4buq,test,8.14,5.958663426488461,5.0790973,6.358526717225503,5.893385
1ii5,train,6.62,6.069805589307357,7.052143,,
1bhf,train,4.38,5.223973268529822,4.8988376,5.009019901458849,5.3760505
2vw5,train,8.52,8.011008505467908,9.004648,7.608831030818401,7.87282
1hdq,train,5.82,5.862904009720551,6.7146397,5.891381509032922,6.4070535
2ceq,train,7.28,6.750218712029144,7.3357944,,
2fvd,train,8.52,7.758772782503128,8.6687,8.237733793836462,8.462863
3k37,train,8.92,8.053049817740007,8.7262,8.875827134254372,8.877631
2cbv,train,5.48,5.555504252733882,6.1971073,5.567024442082822,6.663244
3arv,train,5.64,5.848031591737551,6.3515506,5.780977683315661,6.7806907
2idw,train,8.89,9.049769137302636,9.163386,,
3qaa,train,11.54,10.6211057108141,11.65173,,
4ase,valid,11.0,6.492150668286769,6.741796,,
3s0b,train,6.49,6.432551640340132,7.263229,6.125611052072181,5.82969
2jh6,train,7.77,7.357582017011011,8.142881,7.823560042508119,8.5662365
4n6h,test,9.28,6.849368165249094,6.958738,6.550903294367707,8.615338
2vl4,train,6.01,5.750668286755847,6.3813677,,
1ugp,train,2.89,3.6863304981773903,3.3459811,,
4f9u,train,6.03,6.200959902794669,6.330054,,
2eum,train,6.7,6.6382017010935,7.0695605,6.468922247371174,7.177384
3ime,train,3.0,3.8032928311057126,3.721746,3.830935175345372,4.69698
1yqj,train,8.14,7.621543134872478,8.49608,7.661700318809856,9.008344
187l,train,3.37,4.073803159173702,4.153863,3.8348281969535405,4.416105
1v2t,train,4.71,4.850121506682893,5.1701303,,
4iwz,valid,7.29,6.341506682867569,7.7620006,8.298427205100916,8.992752
4abf,train,4.62,4.823256379100798,5.1404614,4.829543039319825,4.984689
4lch,test,10.62,6.583535844471454,7.8263836,,
2wyg,train,8.7,8.301846901579522,9.162665,,
1xow,train,9.28,8.352077764277002,9.392156,9.080797024442042,9.127968
1f8b,train,5.4,5.49339003645202,6.031653,,
3ml2,train,8.05,7.69588092345086,8.557024,7.523528161530361,8.954141
1qan,train,4.48,5.138602673147028,5.2695255,,
2qwc,train,3.55,4.45013365735119,4.544666,,
2gvj,train,9.52,8.45540704738771,9.50462,8.55574743181028,8.541629
1n3i,train,8.89,7.835917375455718,8.987107,,
1h46,train,3.57,4.652405832320813,4.637024,4.456280552603648,4.2867866
3r17,train,6.41,6.826488456865084,7.152354,6.9630180658873035,7.6126523
2v54,train,4.6,5.080437424058291,5.4429727,,
4qem,test,7.8,5.309027946537064,5.195611,4.415260361317743,5.5579343
3bbf,train,5.28,5.518250303766749,5.7004495,,
2a5c,train,4.62,5.01505467800724,5.350865,4.539872476089205,5.557457
1sdu,train,10.07,9.248602673146967,9.938952,10.069999999999865,9.886352
1uv6,train,5.12,5.304301336573464,5.8197885,4.893985122210355,4.60539
4hwp,valid,7.76,6.975346294046184,8.766911,6.7061424017003075,8.6305275
3t01,train,4.48,4.4779586877278295,4.56805,,
4c9x,test,7.32,6.462332928311048,6.572596,,
3u90,train,4.62,5.189671931956206,5.451194,4.766521431101592,5.5587516
4g0y,train,2.3,3.3140340218712163,3.025507,,
1pb9,train,3.62,4.221190765492053,4.493859,5.255749202975502,4.467259
2xab,train,9.27,8.122345078979421,9.225046,8.319207062862883,9.991995
3p8n,train,9.28,8.609392466585636,9.549864,8.697729365922742,9.36448
1ele,train,6.85,6.700899149453239,7.332274,6.806896918172211,7.2114835
3m67,train,6.74,6.968991494532116,7.148977,6.933873184555356,7.976621
3v7x,valid,8.57,7.250048602673162,8.205883,7.5570067304286415,7.7529116
1pa9,train,4.6,4.979696233292789,5.5745335,5.128650371944734,5.273836
4aoi,valid,8.4,6.617837181044967,8.1687,7.023740701381521,9.468076
3gcs,train,7.25,6.939671931956256,7.761066,,
4mrw,test,3.3,4.637375455650052,5.2610836,6.31508820403824,8.3002825
2bak,train,7.43,7.299015795868805,8.191986,7.370775770457011,7.9854765
3suf,train,7.56,7.347982989064459,8.314764,,
2v25,train,5.72,5.477424058323172,5.9597006,,
2azr,train,3.64,4.24498177399755,4.4060836,4.695685441020178,4.773844
3sfg,train,6.06,5.845710814094792,6.961311,5.558278427205142,5.377964
1hvl,train,9.95,9.884119076549132,10.31448,9.284665249734296,8.761815
3uex,train,6.92,6.65664641555289,7.341997,,
3aas,train,4.51,4.9657229647631285,5.3022995,4.855313496280638,5.6977396
4tln,train,3.72,4.313037667071647,4.516834,4.817470775770422,6.169273
3f6e,train,2.38,4.012806804374284,2.8694015,,
1k1j,train,7.55,7.182575941676865,7.893324,7.39019128586617,8.173709
3tkw,train,5.27,5.83555285540708,5.9878135,,
4e4l,valid,8.77,6.652308626974489,8.296808,6.9041931076362495,9.01284
2fzg,train,3.38,4.396804374240632,4.2074404,,
1e6q,train,3.15,3.9463669501822953,4.0724573,4.2623529127620925,4.817021
4ipj,valid,4.87,5.060291616038876,4.6743865,,
4qgd,test,7.43,5.572648845686506,6.774547,6.5485158266282175,7.1949353
1gyx,train,2.48,3.487363304981781,3.6013973,3.354569606801277,4.3358655
4bcp,valid,6.25,6.595151883353592,7.354194,7.451540913921363,8.472591
3eeb,train,5.89,5.941543134872423,6.491156,,
2zmm,train,7.6,7.2226852976914175,8.000153,7.471487778958646,7.281548
2ayr,train,9.29,8.506306196840809,9.2526045,8.52433935529578,9.594527
3su2,train,7.35,7.164410692588134,7.447738,7.350053134962909,7.5093503
2vt3,train,4.15,4.87556500607537,5.169728,,
2jh0,train,8.7,7.8850425273389355,8.3049,,
2j7h,train,7.19,6.533365735115406,7.5947976,6.897704569606704,6.7220616
2i2c,train,4.7,5.341117861482332,5.3680263,4.853761955366578,6.3699155
4det,train,5.68,5.733961117861465,6.518122,5.4853028692879855,5.873958
1j17,train,5.22,5.667764277035205,5.77852,,
3k5i,train,4.7,5.073268529769085,5.4581294,,
3gy4,train,5.1,5.082381530984169,5.8071,5.148629117959623,6.003916
4cpz,test,7.68,6.344629404617254,8.036273,5.8209635139922264,6.0800247
3k02,train,5.0,5.845236938031587,5.6354833,6.552198470136106,6.9760394
2bt9,train,6.19,5.966670716889413,6.7900743,,
2cbj,train,8.27,7.61058323207785,8.551935,,
2xj2,train,7.18,6.834398541919823,8.003906,7.012624867162645,7.650573
4r4o,test,5.82,6.095820170109356,7.9591565,7.970733262486697,8.837429
4rqk,test,5.82,5.611786148238155,5.9207788,7.942189160467609,6.40881
2bo4,train,4.61,4.752332928311078,5.1513743,,
4msn,test,4.03,4.857533414337786,5.071536,4.71265674814026,4.436528
4nuc,test,6.04,6.006366950182257,6.6067553,6.876999645766924,6.8292403
1k1n,train,6.82,6.823572296476296,7.4513354,7.545377258235877,6.6214924
3nht,train,7.01,6.885625759416865,7.542486,6.932399043570772,7.9328885
4aq4,train,6.17,5.707533414337815,6.3673606,,
1p1q,train,4.89,5.291664641555272,5.721565,,
2pwd,train,4.4,4.701373025516444,5.064207,,
